job_id,title,company,company_type,location,work_mode,date_posted,salary_listed,salary_k,description,skills_raw,skill_count
JOB01460,Data Engineer,PwC,consulting,"San Jose, CA",Hybrid,2025-11-30,,105,"As a Data Engineer at PwC, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, AWS, and have experience in Tableau. A background in AWS or similar analytical tools is beneficial.",Python|SQL|Excel|Machine Learning|AWS|Google Cloud|R|Data Visualization|Communication,9
JOB03567,IT Consultant,Adobe,tech,"Redwood City, CA",Hybrid,2025-11-30,$104K,104,"We are seeking a IT Consultant to join our Strategy team in Redwood City, CA. The ideal candidate will leverage SQL and dbt to deliver actionable insights. Responsibilities include designing Business Analysis pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Communication is a strong plus. Knowledge of Statistics and modern Machine Learning tools preferred. Familiarity with Google Cloud and ability to communicate complex data clearly is essential.",SQL|dbt|Business Analysis|Communication,4
JOB01319,Business Analyst,Cisco,tech,"San Jose, CA",Hybrid,2025-11-30,,89,"As a Business Analyst at Cisco, you will analyze large datasets using Python and Tableau. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with AWS, Data Visualization, and have experience in Tableau. A background in Data Visualization or similar analytical tools is beneficial.",Python|Tableau|Power BI|AWS|Data Visualization|ETL / Data Pipeline|Communication,7
JOB03361,Data Scientist,ServiceNow,tech,"Sunnyvale, CA",On-site,2025-11-30,$119K,119,"We are seeking a Data Scientist to join our Operations team in Sunnyvale, CA. The ideal candidate will leverage Python and Power BI to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Machine Learning is a strong plus. Knowledge of Salesforce CRM and modern Python tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|Power BI|Excel|Machine Learning|Salesforce CRM|Data Visualization|Communication,7
JOB03556,AI/ML Analyst,Accenture,consulting,"Santa Clara, CA",Hybrid,2025-11-30,,109,"We are seeking a AI/ML Analyst to join our Strategy team in Santa Clara, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing LLM / GenAI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Business Analysis is a strong plus. Knowledge of Data Visualization and modern Excel tools preferred. Familiarity with Spark / PySpark and ability to communicate complex data clearly is essential.",Python|SQL|LLM / GenAI|Business Analysis|Data Visualization|Communication,6
JOB01175,Data Analyst,Cisco,tech,"San Jose, CA",Hybrid,2025-11-30,$91K,91,"We are seeking a Data Analyst to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Agile / Scrum and modern Python tools preferred. Familiarity with dbt and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|AWS|Agile / Scrum|Business Analysis|Data Visualization|Communication,8
JOB01781,Business Analyst,Apple,tech,"San Jose, CA",Hybrid,2025-11-30,$93K,93,"Join Apple's data team as a Business Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong AWS skills and familiarity with R. Bonus: experience with Power BI and Prompt Engineering.",Python|SQL|Tableau|AWS|R|Agile / Scrum|ETL / Data Pipeline,7
JOB02506,Data Scientist,Apple,tech,"San Francisco, CA",Remote,2025-12-01,$116K,116,"We are seeking a Data Scientist to join our Strategy team in San Francisco, CA. The ideal candidate will leverage Python and Power BI to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Snowflake and modern LLM / GenAI tools preferred. Familiarity with Google Cloud and ability to communicate complex data clearly is essential.",Python|Power BI|Machine Learning|Azure|Snowflake|Spark / PySpark|Agile / Scrum|Business Analysis|Data Visualization|ETL / Data Pipeline,10
JOB03019,Data Analyst,PwC,consulting,"Oakland, CA",On-site,2025-12-01,,93,"As a Data Analyst at PwC, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Azure, Spark / PySpark, and have experience in LLM / GenAI. A background in Salesforce CRM or similar analytical tools is beneficial.",Python|SQL|Power BI|Azure|Spark / PySpark|Agile / Scrum|ETL / Data Pipeline|Communication,8
JOB02475,Data Analyst,Workday,tech,"San Francisco, CA",Remote,2025-12-01,$96K,96,"We are seeking a Data Analyst to join our Operations team in San Francisco, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Azure and modern Salesforce CRM tools preferred. Familiarity with AI Governance and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|AWS|Azure|Google Cloud|Data Visualization,7
JOB02467,Data Scientist,Apple,tech,Remote (Bay Area),Hybrid,2025-12-01,$140K,140,"As a Data Scientist at Apple, you will analyze large datasets using Python and Power BI. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with AWS, Snowflake, and have experience in Excel. A background in RAG / Vector DBs or similar analytical tools is beneficial.",Python|Power BI|Excel|AWS|Snowflake|dbt|Data Visualization|Communication,8
JOB03182,Data Engineer,Workday,tech,"Sunnyvale, CA",Hybrid,2025-12-01,,120,"We are seeking a Data Engineer to join our Strategy team in Sunnyvale, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Google Cloud is a strong plus. Knowledge of Snowflake and modern ETL / Data Pipeline tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|SQL|Machine Learning|Google Cloud|Snowflake|R|Business Analysis|Statistics|Communication,9
JOB03251,Data Analyst,Deloitte,consulting,"Mountain View, CA",Hybrid,2025-12-01,$79K,79,"Join Deloitte's data team as a Data Analyst. You will use Tableau, Machine Learning, and Agile / Scrum to extract insights from complex datasets. This role requires strong Salesforce CRM skills and familiarity with Data Visualization. Bonus: experience with Business Analysis and ETL / Data Pipeline.",Tableau|Machine Learning|Agile / Scrum|Salesforce CRM|Data Visualization|Statistics,6
JOB03110,Data Analyst,Adobe,tech,"Oakland, CA",Hybrid,2025-12-01,$78K,78,"We are seeking a Data Analyst to join our Strategy team in Oakland, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Snowflake and modern Excel tools preferred. Familiarity with Communication and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|Azure|Snowflake|Agile / Scrum|Salesforce CRM|Business Analysis|Statistics|Communication,10
JOB01336,AI/ML Analyst,Accenture,consulting,"San Jose, CA",On-site,2025-12-01,$80K,80,"As a AI/ML Analyst at Accenture, you will analyze large datasets using Python and Tableau. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with Azure, Snowflake, and have experience in Salesforce CRM. A background in AWS or similar analytical tools is beneficial.",Python|Tableau|Machine Learning|Azure|Snowflake|R|Agile / Scrum|Salesforce CRM|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,12
JOB02809,Data Analyst,KPMG,consulting,Remote (Bay Area),On-site,2025-12-01,,91,"As a Data Analyst at KPMG, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Machine Learning, AWS, and have experience in Agile / Scrum. A background in dbt or similar analytical tools is beneficial.",Python|SQL|Tableau|Machine Learning|AWS|Azure|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,10
JOB02591,Business Intelligence Analyst,Salesforce,tech,"San Jose, CA",Hybrid,2025-12-01,$98K,98,"Join Salesforce's data team as a Business Intelligence Analyst. You will use Python, SQL, and AWS to extract insights from complex datasets. This role requires strong Agile / Scrum skills and familiarity with Salesforce CRM. Bonus: experience with AWS and Communication.",Python|SQL|AWS|Agile / Scrum|Salesforce CRM|Business Analysis|ETL / Data Pipeline,7
JOB00911,Machine Learning Engineer,Salesforce,tech,"Santa Clara, CA",On-site,2025-12-01,,124,"We are seeking a Machine Learning Engineer to join our Technology team in Santa Clara, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with LLM / GenAI is a strong plus. Knowledge of Azure and modern Tableau tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|LLM / GenAI|Azure|dbt|R|Agile / Scrum|Business Analysis|Data Visualization,10
JOB00994,Machine Learning Engineer,Kaiser Permanente,healthcare,"San Francisco, CA",Hybrid,2025-12-01,,105,"Join Kaiser Permanente's data team as a Machine Learning Engineer. You will use Power BI, Excel, and Machine Learning to extract insights from complex datasets. This role requires strong Azure skills and familiarity with Google Cloud. Bonus: experience with SQL and Statistics.",Power BI|Excel|Machine Learning|Azure|Google Cloud|Agile / Scrum|Data Visualization,7
JOB01964,Data Analyst,ServiceNow,tech,"San Francisco, CA",Hybrid,2025-12-01,,96,"As a Data Analyst at ServiceNow, you will analyze large datasets using Python and Spark / PySpark. You'll build dashboards in Data Visualization and work closely with cross-functional teams. Must be comfortable with ETL / Data Pipeline, Communication, and have experience in Tableau. A background in LLM / GenAI or similar analytical tools is beneficial.",Python|Spark / PySpark|Data Visualization|ETL / Data Pipeline|Communication,5
JOB00936,IT Consultant,Google,tech,Remote (Bay Area),Hybrid,2025-12-01,$115K,115,"We are seeking a IT Consultant to join our Analytics team in Remote (Bay Area). The ideal candidate will leverage Python and dbt to deliver actionable insights. Responsibilities include designing Spark / PySpark pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Data Visualization is a strong plus. Knowledge of Statistics and modern Business Analysis tools preferred. Familiarity with Statistics and ability to communicate complex data clearly is essential.",Python|dbt|Spark / PySpark|Data Visualization|Statistics|Communication,6
JOB02386,Business Analyst,Google,tech,"Santa Clara, CA",On-site,2025-12-01,$94K,94,"We are seeking a Business Analyst to join our Operations team in Santa Clara, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of LLM / GenAI and modern Statistics tools preferred. Familiarity with Spark / PySpark and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|Excel|LLM / GenAI|Google Cloud|dbt|Business Analysis|Statistics,9
JOB02587,Business Intelligence Analyst,KPMG,consulting,"Sunnyvale, CA",On-site,2025-12-01,$99K,99,"As a Business Intelligence Analyst at KPMG, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, Machine Learning, and have experience in AI Governance. A background in Data Visualization or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|Machine Learning|AWS|Azure|Salesforce CRM|Business Analysis|Data Visualization|ETL / Data Pipeline,11
JOB01404,Data Analyst,Accenture,consulting,"Sunnyvale, CA",Hybrid,2025-12-01,$80K,80,"We are seeking a Data Analyst to join our Analytics team in Sunnyvale, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Machine Learning and modern Machine Learning tools preferred. Familiarity with Power BI and ability to communicate complex data clearly is essential.",Python|Tableau|Power BI|Excel|Machine Learning|AWS|Business Analysis|ETL / Data Pipeline|Communication,9
JOB00591,Data Scientist,Levi Strauss,retail,"Redwood City, CA",On-site,2025-12-01,$108K,108,"As a Data Scientist at Levi Strauss, you will analyze large datasets using Machine Learning and LLM / GenAI. You'll build dashboards in AWS and work closely with cross-functional teams. Must be comfortable with Agile / Scrum, Salesforce CRM, and have experience in Excel. A background in Prompt Engineering or similar analytical tools is beneficial.",Machine Learning|LLM / GenAI|AWS|Agile / Scrum|Salesforce CRM|Business Analysis|Data Visualization|ETL / Data Pipeline,8
JOB01384,Data Analyst,Salesforce,tech,"Palo Alto, CA",Hybrid,2025-12-01,$90K,90,"Join Salesforce's data team as a Data Analyst. You will use Python, Power BI, and Agile / Scrum to extract insights from complex datasets. This role requires strong Salesforce CRM skills and familiarity with Communication. Bonus: experience with AI Governance and Tableau.",Python|Power BI|Agile / Scrum|Salesforce CRM|Communication,5
JOB00377,Business Analyst,Oracle,tech,Remote (Bay Area),Hybrid,2025-12-01,$81K,81,"As a Business Analyst at Oracle, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with AWS, Data Visualization, and have experience in Azure. A background in Communication or similar analytical tools is beneficial.",SQL|Tableau|Machine Learning|AWS|Data Visualization|Statistics|Communication,7
JOB01913,Data Analyst,Meta,tech,Remote (Bay Area),On-site,2025-12-01,$97K,97,"As a Data Analyst at Meta, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Excel, Azure, and have experience in Prompt Engineering. A background in Business Analysis or similar analytical tools is beneficial.",Python|SQL|Power BI|Excel|Azure|Agile / Scrum|Salesforce CRM|Data Visualization|ETL / Data Pipeline|Statistics|Communication,11
JOB01732,Business Analyst,Kaiser Permanente,healthcare,Remote (Bay Area),Hybrid,2025-12-01,,79,"We are seeking a Business Analyst to join our Digital Transformation team in Remote (Bay Area). The ideal candidate will leverage Power BI and Machine Learning to deliver actionable insights. Responsibilities include designing dbt pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Agile / Scrum is a strong plus. Knowledge of Data Visualization and modern Google Cloud tools preferred. Familiarity with Statistics and ability to communicate complex data clearly is essential.",Power BI|Machine Learning|dbt|Agile / Scrum|Data Visualization,5
JOB02753,Data Scientist,Wells Fargo,finance,"Santa Clara, CA",Hybrid,2025-12-01,,90,"As a Data Scientist at Wells Fargo, you will analyze large datasets using Python and Tableau. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with R, Salesforce CRM, and have experience in Snowflake. A background in Tableau or similar analytical tools is beneficial.",Python|Tableau|Excel|R|Salesforce CRM|Data Visualization,6
JOB01344,Business Analyst,Apple,tech,"Palo Alto, CA",Remote,2025-12-01,$98K,98,"As a Business Analyst at Apple, you will analyze large datasets using Python and Tableau. You'll build dashboards in AWS and work closely with cross-functional teams. Must be comfortable with Google Cloud, Agile / Scrum, and have experience in Business Analysis. A background in Communication or similar analytical tools is beneficial.",Python|Tableau|AWS|Google Cloud|Agile / Scrum|Communication,6
JOB02074,Data Engineer,Cisco,tech,"Sunnyvale, CA",On-site,2025-12-01,$120K,120,"Join Cisco's data team as a Data Engineer. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Excel skills and familiarity with LLM / GenAI. Bonus: experience with Salesforce CRM and ETL / Data Pipeline.",Python|SQL|Tableau|Excel|LLM / GenAI|AWS|dbt|R|Agile / Scrum|Communication,10
JOB03286,AI/ML Analyst,Deloitte,consulting,"Fremont, CA",Remote,2025-12-01,,106,"As a AI/ML Analyst at Deloitte, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Azure, Agile / Scrum, and have experience in Excel. A background in dbt or similar analytical tools is beneficial.",SQL|Power BI|Excel|Azure|Agile / Scrum,5
JOB01726,IT Consultant,Salesforce,tech,"Sunnyvale, CA",Remote,2025-12-02,$94K,94,"As a IT Consultant at Salesforce, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with Machine Learning, AWS, and have experience in AI Governance. A background in Agile / Scrum or similar analytical tools is beneficial.",SQL|Tableau|Power BI|Machine Learning|AWS|Azure|Snowflake|Agile / Scrum,8
JOB02869,Data Scientist,Cisco,tech,"Oakland, CA",Hybrid,2025-12-02,$125K,125,"Join Cisco's data team as a Data Scientist. You will use SQL, Power BI, and Machine Learning to extract insights from complex datasets. This role requires strong LLM / GenAI skills and familiarity with AWS. Bonus: experience with Python and RAG / Vector DBs.",SQL|Power BI|Machine Learning|LLM / GenAI|AWS|Snowflake|R|Agile / Scrum|Business Analysis|Statistics|Communication,11
JOB03340,Data Analyst,Workday,tech,"Mountain View, CA",On-site,2025-12-02,$91K,91,"Join Workday's data team as a Data Analyst. You will use SQL, Power BI, and Excel to extract insights from complex datasets. This role requires strong LLM / GenAI skills and familiarity with AWS. Bonus: experience with LLM / GenAI and SQL.",SQL|Power BI|Excel|LLM / GenAI|AWS|Azure|Agile / Scrum|Business Analysis|Data Visualization|Statistics|Communication,11
JOB01376,Data Analyst,PwC,consulting,"San Jose, CA",Remote,2025-12-02,,78,"We are seeking a Data Analyst to join our Digital Transformation team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Spark / PySpark and modern Statistics tools preferred. Familiarity with Azure and ability to communicate complex data clearly is essential.",Python|SQL|Machine Learning|Azure|Spark / PySpark|R|Agile / Scrum|Salesforce CRM|Business Analysis|Data Visualization|Communication,11
JOB03508,AI/ML Analyst,Deloitte,consulting,"Sunnyvale, CA",On-site,2025-12-02,$105K,105,"Join Deloitte's data team as a AI/ML Analyst. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Azure skills and familiarity with Snowflake. Bonus: experience with Machine Learning and AI Governance.",Python|Tableau|Power BI|Azure|Snowflake|R|Agile / Scrum|Salesforce CRM|Business Analysis,9
JOB00363,Business Intelligence Analyst,Deloitte,consulting,Remote (Bay Area),Hybrid,2025-12-02,$92K,92,"As a Business Intelligence Analyst at Deloitte, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with LLM / GenAI, AWS, and have experience in Statistics. A background in Data Visualization or similar analytical tools is beneficial.",Python|SQL|Excel|LLM / GenAI|AWS|Google Cloud|Snowflake|Agile / Scrum|Salesforce CRM|Communication,10
JOB02963,Data Analyst,Oracle,tech,"Oakland, CA",Hybrid,2025-12-02,$89K,89,"As a Data Analyst at Oracle, you will analyze large datasets using SQL and Tableau. You'll build dashboards in Machine Learning and work closely with cross-functional teams. Must be comfortable with AI Governance, Google Cloud, and have experience in AI Governance. A background in R or similar analytical tools is beneficial.",SQL|Tableau|Machine Learning|AI Governance|Google Cloud|Agile / Scrum|Salesforce CRM,7
JOB03337,Data Scientist,Wells Fargo,finance,"Sunnyvale, CA",Hybrid,2025-12-02,,106,"As a Data Scientist at Wells Fargo, you will analyze large datasets using SQL and Power BI. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Machine Learning, LLM / GenAI, and have experience in dbt. A background in Data Visualization or similar analytical tools is beneficial.",SQL|Power BI|Excel|Machine Learning|LLM / GenAI|AWS|Azure|R|Salesforce CRM|Data Visualization|ETL / Data Pipeline|Statistics,12
JOB01808,IT Consultant,Oracle,tech,"San Jose, CA",Hybrid,2025-12-02,$87K,87,"Join Oracle's data team as a IT Consultant. You will use SQL, AWS, and Snowflake to extract insights from complex datasets. This role requires strong Agile / Scrum skills and familiarity with Communication. Bonus: experience with Power BI and Snowflake.",SQL|AWS|Snowflake|Agile / Scrum|Communication,5
JOB02113,Business Intelligence Analyst,PwC,consulting,"Fremont, CA",Remote,2025-12-02,,89,"Join PwC's data team as a Business Intelligence Analyst. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with dbt. Bonus: experience with Data Visualization and LLM / GenAI.",Python|Tableau|Power BI|Machine Learning|dbt|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Communication,9
JOB02409,Data Engineer,Cisco,tech,"Fremont, CA",Hybrid,2025-12-02,,112,"Join Cisco's data team as a Data Engineer. You will use SQL, Excel, and Machine Learning to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Azure. Bonus: experience with Agile / Scrum and Salesforce CRM.",SQL|Excel|Machine Learning|AWS|Azure|Google Cloud|Agile / Scrum|Business Analysis|Statistics|Communication,10
JOB01104,Data Scientist,Wells Fargo,finance,"San Jose, CA",Hybrid,2025-12-02,$101K,101,"Join Wells Fargo's data team as a Data Scientist. You will use Python, SQL, and Excel to extract insights from complex datasets. This role requires strong Snowflake skills and familiarity with R. Bonus: experience with Business Analysis and Snowflake.",Python|SQL|Excel|Snowflake|R|Agile / Scrum|ETL / Data Pipeline,7
JOB00464,Business Analyst,Palo Alto Networks,tech,"Sunnyvale, CA",On-site,2025-12-02,$90K,90,"Join Palo Alto Networks's data team as a Business Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Snowflake. Bonus: experience with Machine Learning and AWS.",Python|SQL|Tableau|Machine Learning|Snowflake|Salesforce CRM|Business Analysis|Data Visualization|Communication,9
JOB02509,Data Analyst,PwC,consulting,"San Jose, CA",Hybrid,2025-12-02,,80,"As a Data Analyst at PwC, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, Machine Learning, and have experience in Spark / PySpark. A background in LLM / GenAI or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|Machine Learning|LLM / GenAI|Google Cloud|Salesforce CRM|Business Analysis|ETL / Data Pipeline|Communication,11
JOB01915,Data Analyst,Kaiser Permanente,healthcare,"Fremont, CA",On-site,2025-12-02,$68K,68,"We are seeking a Data Analyst to join our Analytics team in Fremont, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Snowflake is a strong plus. Knowledge of Spark / PySpark and modern AI Governance tools preferred. Familiarity with Azure and ability to communicate complex data clearly is essential.",Python|SQL|Machine Learning|Snowflake|Spark / PySpark|Agile / Scrum|Business Analysis,7
JOB02411,AI/ML Analyst,Kaiser Permanente,healthcare,"San Jose, CA",Remote,2025-12-02,,98,"As a AI/ML Analyst at Kaiser Permanente, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with Azure, Google Cloud, and have experience in Tableau. A background in Excel or similar analytical tools is beneficial.",Python|SQL|Excel|Azure|Google Cloud|dbt|Salesforce CRM|Data Visualization|Statistics|Communication,10
JOB02948,Data Engineer,Oracle,tech,"Redwood City, CA",Hybrid,2025-12-02,$121K,121,"We are seeking a Data Engineer to join our Technology team in Redwood City, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Excel and modern LLM / GenAI tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|LLM / GenAI|Agile / Scrum|Business Analysis|Statistics|Communication,11
JOB01545,Data Analyst,Palo Alto Networks,tech,"Fremont, CA",On-site,2025-12-02,$93K,93,"Join Palo Alto Networks's data team as a Data Analyst. You will use Python, SQL, and Tableau to extract insights from complex datasets. This role requires strong Power BI skills and familiarity with Excel. Bonus: experience with RAG / Vector DBs and AI Governance.",Python|SQL|Tableau|Power BI|Excel|Machine Learning|AWS|Azure|dbt|R|Agile / Scrum|Salesforce CRM|Data Visualization|Communication,14
JOB01026,IT Consultant,ServiceNow,tech,"Palo Alto, CA",On-site,2025-12-02,$104K,104,"We are seeking a IT Consultant to join our Analytics team in Palo Alto, CA. The ideal candidate will leverage SQL and AWS to deliver actionable insights. Responsibilities include designing Salesforce CRM pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Business Analysis is a strong plus. Knowledge of Data Visualization and modern Azure tools preferred. Familiarity with Google Cloud and ability to communicate complex data clearly is essential.",SQL|AWS|Salesforce CRM|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,7
JOB03456,Data Analyst,PwC,consulting,Remote (Bay Area),Hybrid,2025-12-02,,59,"We are seeking a Data Analyst to join our Digital Transformation team in Remote (Bay Area). The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Data Visualization and modern Prompt Engineering tools preferred. Familiarity with Snowflake and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Data Visualization|Statistics|Communication,7
JOB01049,Data Engineer,Salesforce,tech,"Redwood City, CA",Hybrid,2025-12-02,,117,"Join Salesforce's data team as a Data Engineer. You will use Python, SQL, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with Machine Learning. Bonus: experience with Communication and AWS.",Python|SQL|Power BI|Excel|Machine Learning|AWS|Azure|Google Cloud|Business Analysis|Data Visualization|Statistics,11
JOB00772,Business Analyst,Palo Alto Networks,tech,Remote (Bay Area),Hybrid,2025-12-02,$89K,89,"Join Palo Alto Networks's data team as a Business Analyst. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Spark / PySpark skills and familiarity with Agile / Scrum. Bonus: experience with Machine Learning and Tableau.",Python|Tableau|Power BI|Spark / PySpark|Agile / Scrum|Data Visualization|Communication,7
JOB01193,Data Scientist,Accenture,consulting,"Palo Alto, CA",Hybrid,2025-12-03,$120K,120,"As a Data Scientist at Accenture, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Azure, Snowflake, and have experience in Data Visualization. A background in Communication or similar analytical tools is beneficial.",Python|SQL|Tableau|Azure|Snowflake|dbt|Spark / PySpark|Business Analysis|Data Visualization|Communication,10
JOB02023,Machine Learning Engineer,Cisco,tech,"Sunnyvale, CA",On-site,2025-12-03,$132K,132,"As a Machine Learning Engineer at Cisco, you will analyze large datasets using SQL and LLM / GenAI. You'll build dashboards in AI Governance and work closely with cross-functional teams. Must be comfortable with Snowflake, Business Analysis, and have experience in Communication. A background in Azure or similar analytical tools is beneficial.",SQL|LLM / GenAI|AI Governance|Snowflake|Business Analysis|Statistics|Communication,7
JOB01566,Business Analyst,Deloitte,consulting,"Redwood City, CA",Remote,2025-12-03,$81K,81,"As a Business Analyst at Deloitte, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Excel, AWS, and have experience in Spark / PySpark. A background in Google Cloud or similar analytical tools is beneficial.",Python|SQL|Tableau|Excel|AWS|Google Cloud|R|Agile / Scrum|Data Visualization,9
JOB01741,Data Engineer,Deloitte,consulting,"Fremont, CA",On-site,2025-12-03,$108K,108,"Join Deloitte's data team as a Data Engineer. You will use Python, Tableau, and Excel to extract insights from complex datasets. This role requires strong Azure skills and familiarity with Google Cloud. Bonus: experience with AI Governance and SQL.",Python|Tableau|Excel|Azure|Google Cloud|Agile / Scrum|Data Visualization,7
JOB00829,Data Analyst,PwC,consulting,"Sunnyvale, CA",On-site,2025-12-03,,88,"We are seeking a Data Analyst to join our Analytics team in Sunnyvale, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Power BI is a strong plus. Knowledge of Excel and modern Tableau tools preferred. Familiarity with Spark / PySpark and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Power BI|Excel|LLM / GenAI|R|Data Visualization|Communication,9
JOB03407,Data Scientist,Google,tech,"Fremont, CA",Remote,2025-12-03,$130K,130,"As a Data Scientist at Google, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with R, Agile / Scrum, and have experience in Salesforce CRM. A background in Tableau or similar analytical tools is beneficial.",Python|SQL|Excel|R|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Communication,8
